"starsign";"chinese";"moon";"blood";"fingers_crossed";"success"
"Gemini";"Horse";"Waning (-)";"AB+";0;0
"Aries";"Pig";"Waning (-)";"AB+";0;1
"Leo";"Ox";"Waxing (+)";"0+";0;0
"Gemini";"Monkey";"Waning (-)";"0+";0;1
"Virgo";"Rabbit";"Waxing (+)";"0+";0;1
"Saggitarius";"Snake";"Waxing (+)";"0+";0;1
"Scorpio";"Rabbit";"Waning (-)";"A+";0;1
"Gemini";"Monkey";"Waxing (+)";"A+";0;0
"Scorpio";"Rabbit";"Waning (-)";"A+";0;1
"Gemini";"Snake";"Waning (-)";"A-";0;0
"Aries";"Rooster";"Waxing (+)";"B+";0;1
"Cancer";"Rooster";"Waning (-)";"A+";0;0
"Cancer";"Rooster";"New ( )";"B-";0;1
"Cancer";"Rooster";"Waning (-)";"A+";0;1
"Leo";"Goat";"Waxing (+)";"A+";0;0
"Carpicorn";"Rooster";"Waning (-)";"0+";0;0
"Libra";"Snake";"Waxing (+)";"0+";0;1
"Taurus";"Tiger";"Waning (-)";"0+";0;1
"Gemini";"Horse";"Waxing (+)";"A-";0;1
"Virgo";"Tiger";"Waxing (+)";"A+";0;0
"Scorpio";"Rat";"Waning (-)";"0-";0;0
"Scorpio";"Horse";"New ( )";"A+";0;1
"Saggitarius";"Horse";"Waxing (+)";"A+";0;0
"Gemini";"Snake";"Waxing (+)";"0+";0;1
"Gemini";"Snake";"Waxing (+)";"A+";0;1
"Cancer";"Rat";"Waning (-)";"0+";0;0
"Gemini";"Horse";"Waxing (+)";"0-";0;1
"Virgo";"Pig";"Waxing (+)";"0+";1;0
"Libra";"Dragon";"Waxing (+)";"B-";0;0
"Virgo";"Ox";"Full (O)";"0-";0;1
"Cancer";"Goat";"Waning (-)";"A-";0;1
"Cancer";"Goat";"Waning (-)";"A+";0;1
"Aquarius";"Dog";"Waning (-)";"A+";0;0
"Pisces";"Pig";"Waxing (+)";"B+";0;0
"Leo";"Goat";"Waning (-)";"AB+";1;1
"Gemini";"Tiger";"New ( )";"0+";0;0
"Libra";"Dragon";"Waxing (+)";"A+";0;1
"Scorpio";"Rat";"Waning (-)";"A+";1;1
"Carpicorn";"Monkey";"Waning (-)";"A+";0;1
"Aquarius";"Ox";"Waxing (+)";"0+";0;0
"Cancer";"Rabbit";"Waning (-)";"0+";1;1
"Aquarius";"Tiger";"Waning (-)";"A+";0;1
"Aquarius";"Rabbit";"Waxing (+)";"A+";0;0
"Saggitarius";"Horse";"Waxing (+)";"A+";1;1
"Saggitarius";"Dog";"Waxing (+)";"0+";0;0
"Aquarius";"Goat";"Waxing (+)";"A+";1;0
"Aries";"Dog";"Waning (-)";"B+";0;0
"Gemini";"Goat";"Full (O)";"0+";0;0
"Virgo";"Horse";"Waxing (+)";"A+";0;0
"Leo";"Ox";"Waxing (+)";"0-";0;1
"Taurus";"Rabbit";"Waxing (+)";"A+";0;1
"Scorpio";"Rabbit";"Full (O)";"A-";0;0
"Pisces";"Pig";"Waxing (+)";"A+";0;0
"Leo";"Ox";"Waning (-)";"A+";0;1
"Scorpio";"Dog";"Waning (-)";"0+";0;0
"Pisces";"Rat";"Waxing (+)";"B+";0;1
"Aries";"Rat";"Waning (-)";"0+";1;0
"Scorpio";"Horse";"New ( )";"0+";0;1
"Cancer";"Monkey";"Waning (-)";"0+";1;0
"Aries";"Monkey";"Waxing (+)";"0+";0;1
"Aries";"Pig";"Waxing (+)";"0+";0;1
"Aquarius";"Rooster";"Waxing (+)";"AB+";0;0
"Aries";"Ox";"New ( )";"B+";0;0
"Gemini";"Dragon";"New ( )";"0+";0;0
"Libra";"Pig";"Waxing (+)";"0+";0;0
"Aquarius";"Goat";"Waxing (+)";"B+";0;1
"Pisces";"Tiger";"Waxing (+)";"0+";0;1
"Libra";"Horse";"Full (O)";"0-";0;0
"Libra";"Dragon";"Waning (-)";"B+";0;0
"Taurus";"Rat";"Waning (-)";"0+";1;1
"Aries";"Rooster";"Waxing (+)";"B+";0;0
"Libra";"Tiger";"Waning (-)";"0+";0;1
"Leo";"Monkey";"Waxing (+)";"0-";1;1
"Libra";"Tiger";"Waning (-)";"A+";0;0
"Scorpio";"Tiger";"Full (O)";"AB-";0;1
"Scorpio";"Monkey";"Waning (-)";"A+";0;1
"Gemini";"Snake";"Waning (-)";"0+";0;0
"Aries";"Rooster";"Waning (-)";"0+";0;0
"Libra";"Goat";"Waning (-)";"0+";0;0
"Libra";"Rabbit";"New ( )";"A+";0;1
"Cancer";"Dragon";"Full (O)";"0+";0;1
"Virgo";"Snake";"New ( )";"B+";0;0
"Aries";"Goat";"Waning (-)";"0+";0;1
"Gemini";"Tiger";"Waxing (+)";"0+";0;0
"Virgo";"Rabbit";"New ( )";"0+";0;1
"Taurus";"Monkey";"Waning (-)";"A-";0;0
"Leo";"Monkey";"Waxing (+)";"A+";0;0
"Leo";"Horse";"Full (O)";"0+";0;0
"Pisces";"Dog";"Waning (-)";"A+";1;1
"Scorpio";"Goat";"Waxing (+)";"0+";1;1
"Taurus";"Dog";"Waning (-)";"0+";0;0
"Gemini";"Rabbit";"Waning (-)";"0+";0;1
"Pisces";"Rabbit";"Waning (-)";"A+";0;0
"Aquarius";"Ox";"Waning (-)";"A+";1;1
"Cancer";"Monkey";"Waning (-)";"0+";0;1
"Libra";"Ox";"New ( )";"0+";0;0
"Scorpio";"Dragon";"Waning (-)";"0+";1;1
"Virgo";"Dog";"New ( )";"0-";1;1
"Gemini";"Rabbit";"Waning (-)";"0+";1;0
"Cancer";"Dragon";"Waning (-)";"B+";1;0
"Carpicorn";"Rabbit";"New ( )";"A+";1;0
"Leo";"Ox";"Waxing (+)";"AB+";0;1
"Pisces";"Snake";"Waxing (+)";"A+";0;0
"Libra";"Dragon";"Waxing (+)";"0+";0;0
"Saggitarius";"Monkey";"Full (O)";"0+";0;0
"Taurus";"Pig";"Waxing (+)";"A+";0;0
"Leo";"Tiger";"Waxing (+)";"A+";0;0
"Aquarius";"Snake";"Waxing (+)";"B+";0;0
"Carpicorn";"Monkey";"Full (O)";"0-";0;0
"Carpicorn";"Rat";"Waning (-)";"0+";0;0
"Virgo";"Ox";"Waxing (+)";"A+";0;0
"Taurus";"Rat";"Waxing (+)";"A+";1;0
"Scorpio";"Monkey";"Waning (-)";"AB-";0;0
"Cancer";"Horse";"Waxing (+)";"A-";0;1
"Leo";"Snake";"Waxing (+)";"A+";0;0
"Cancer";"Horse";"Waning (-)";"A+";0;0
"Aries";"Tiger";"Waning (-)";"B+";0;0
"Libra";"Goat";"Waxing (+)";"0+";0;1
"Taurus";"Monkey";"New ( )";"A+";0;1
"Gemini";"Rat";"Full (O)";"0+";1;0
"Carpicorn";"Rabbit";"Waxing (+)";"A+";0;1
"Aries";"Rooster";"Full (O)";"0+";0;0
"Aries";"Dog";"Waning (-)";"A+";0;0
"Scorpio";"Rabbit";"Waxing (+)";"A+";0;1
"Cancer";"Tiger";"Waxing (+)";"A+";0;0
"Virgo";"Monkey";"Waning (-)";"0+";0;1
"Taurus";"Ox";"Waning (-)";"B+";0;0
"Aries";"Horse";"Full (O)";"A+";0;0
"Gemini";"Horse";"Waning (-)";"A+";0;1
"Taurus";"Horse";"Waxing (+)";"0+";0;1
"Scorpio";"Goat";"Waning (-)";"0+";0;0
"Scorpio";"Snake";"Waning (-)";"A+";0;0
"Aries";"Rooster";"Waxing (+)";"B-";0;1
"Aries";"Rabbit";"Waxing (+)";"A+";0;1
"Aquarius";"Pig";"New ( )";"B+";0;1
"Taurus";"Snake";"Waxing (+)";"0+";0;0
"Scorpio";"Rat";"Full (O)";"A+";0;0
"Pisces";"Horse";"New ( )";"0+";0;0
"Gemini";"Rat";"Full (O)";"A+";0;1
"Aries";"Tiger";"Waxing (+)";"A-";1;0
"Cancer";"Monkey";"New ( )";"A+";1;0
"Pisces";"Goat";"Waning (-)";"A+";0;0
"Scorpio";"Horse";"Waning (-)";"0+";0;1
"Saggitarius";"Snake";"New ( )";"0-";0;1
"Scorpio";"Rat";"Waxing (+)";"A+";0;1
"Aquarius";"Tiger";"New ( )";"B+";0;1
"Libra";"Rooster";"Waning (-)";"0+";0;0
"Taurus";"Dog";"Waning (-)";"A+";1;1
"Taurus";"Dragon";"Waxing (+)";"A+";0;1
"Leo";"Rabbit";"Waxing (+)";"A+";0;0
"Saggitarius";"Rooster";"Waxing (+)";"A-";0;0
"Saggitarius";"Rabbit";"Waxing (+)";"0+";0;0
"Virgo";"Goat";"Full (O)";"A+";1;0
"Taurus";"Horse";"Waning (-)";"B-";1;1
"Taurus";"Snake";"Waning (-)";"A+";0;1
"Carpicorn";"Monkey";"Waxing (+)";"0+";0;0
"Taurus";"Rabbit";"Waning (-)";"A+";0;0
"Leo";"Rat";"Waning (-)";"A+";0;0
"Scorpio";"Tiger";"Waxing (+)";"0+";0;0
"Pisces";"Goat";"Waxing (+)";"AB-";1;1
"Cancer";"Monkey";"Full (O)";"A-";0;0
"Scorpio";"Rabbit";"Full (O)";"0-";0;1
"Taurus";"Dragon";"Waxing (+)";"0+";0;1
"Carpicorn";"Pig";"Waning (-)";"0+";0;1
"Libra";"Ox";"New ( )";"0+";0;0
"Aquarius";"Horse";"New ( )";"A+";0;1
"Carpicorn";"Tiger";"Waning (-)";"0+";0;0
"Libra";"Pig";"New ( )";"0+";0;0
"Pisces";"Snake";"Full (O)";"0+";0;0
"Virgo";"Rooster";"Waning (-)";"0+";0;0
"Gemini";"Rat";"New ( )";"AB-";0;0
"Gemini";"Snake";"Waning (-)";"0+";0;0
"Libra";"Tiger";"Waxing (+)";"0-";1;1
"Leo";"Monkey";"Waxing (+)";"A-";0;0
"Pisces";"Monkey";"Waxing (+)";"A+";0;1
"Carpicorn";"Pig";"Waning (-)";"B+";0;0
"Taurus";"Rabbit";"Waning (-)";"0+";0;0
"Saggitarius";"Rabbit";"Waxing (+)";"0-";1;1
"Pisces";"Ox";"Full (O)";"0+";0;0
"Pisces";"Rabbit";"Waxing (+)";"A+";1;0
"Aries";"Rabbit";"Waxing (+)";"A+";1;1
"Cancer";"Monkey";"Waning (-)";"A+";0;1
"Cancer";"Dragon";"Waxing (+)";"A+";0;0
"Aries";"Rat";"New ( )";"A+";1;0
"Libra";"Horse";"Waning (-)";"0+";0;0
"Scorpio";"Snake";"Waning (-)";"A+";1;1
"Taurus";"Monkey";"Waxing (+)";"A+";0;0
"Scorpio";"Goat";"Waxing (+)";"0-";0;0
"Taurus";"Rooster";"Waning (-)";"0-";0;0
"Libra";"Goat";"Waning (-)";"0+";0;1
"Pisces";"Snake";"Full (O)";"A+";0;1
"Libra";"Snake";"New ( )";"0-";0;0
"Taurus";"Rat";"New ( )";"A-";0;0
"Cancer";"Snake";"Full (O)";"0+";0;0
"Scorpio";"Monkey";"Waxing (+)";"B+";1;0
"Taurus";"Goat";"Waxing (+)";"A+";1;0
"Gemini";"Rabbit";"New ( )";"0+";0;1
"Scorpio";"Goat";"Waxing (+)";"0+";0;1
"Virgo";"Horse";"New ( )";"0+";0;1
"Virgo";"Ox";"Waning (-)";"0+";1;0
"Leo";"Horse";"Waning (-)";"0+";1;0
"Scorpio";"Snake";"Waning (-)";"0+";0;0
"Libra";"Pig";"Waning (-)";"B+";0;1
"Scorpio";"Ox";"Waning (-)";"B+";0;0
"Libra";"Rabbit";"Waning (-)";"A-";1;1
"Aquarius";"Snake";"Waning (-)";"A-";0;0
"Carpicorn";"Monkey";"Waning (-)";"A+";1;0
"Cancer";"Rabbit";"Waxing (+)";"A+";0;1
"Virgo";"Snake";"New ( )";"AB+";0;0
"Pisces";"Rooster";"New ( )";"B+";0;0
"Pisces";"Monkey";"Waxing (+)";"B+";1;1
"Gemini";"Dragon";"New ( )";"A-";1;1
"Gemini";"Pig";"Waxing (+)";"A+";1;1
"Aquarius";"Dog";"Waning (-)";"B+";0;1
"Libra";"Dog";"Waning (-)";"B+";0;0
"Saggitarius";"Horse";"Waning (-)";"0+";0;1
"Taurus";"Rat";"Waxing (+)";"A+";0;1
"Carpicorn";"Ox";"Waning (-)";"A+";1;1
"Carpicorn";"Tiger";"Waxing (+)";"A+";0;1
"Cancer";"Rooster";"Waning (-)";"0+";1;0
"Scorpio";"Ox";"Waxing (+)";"0+";0;1
"Gemini";"Horse";"Waning (-)";"A+";0;1
"Aquarius";"Monkey";"Waxing (+)";"0+";0;1
"Aries";"Horse";"Waning (-)";"A+";0;0
"Taurus";"Goat";"Waning (-)";"AB+";1;1
"Carpicorn";"Monkey";"Waning (-)";"0+";0;0
"Leo";"Pig";"Waning (-)";"A-";1;1
"Cancer";"Monkey";"Full (O)";"A+";0;1
"Gemini";"Tiger";"Waxing (+)";"A+";0;0
"Aquarius";"Rat";"New ( )";"0+";0;1
"Libra";"Goat";"Waxing (+)";"A+";0;0
"Taurus";"Goat";"Waxing (+)";"A+";1;1
"Cancer";"Rooster";"Waxing (+)";"0+";1;0
"Scorpio";"Snake";"New ( )";"0-";1;0
"Virgo";"Dragon";"Waxing (+)";"AB-";0;0
"Taurus";"Rooster";"Waning (-)";"0-";0;0
"Pisces";"Ox";"New ( )";"A+";0;0
"Cancer";"Dog";"New ( )";"B+";1;0
"Aries";"Dragon";"Waning (-)";"A+";0;1
"Cancer";"Tiger";"New ( )";"A+";0;1
"Taurus";"Rooster";"Waxing (+)";"0+";0;1
"Cancer";"Ox";"Waning (-)";"0+";0;0
"Gemini";"Pig";"Waning (-)";"A+";0;1
"Aries";"Goat";"Waxing (+)";"A+";0;0
"Pisces";"Rabbit";"Waning (-)";"0-";0;0
"Saggitarius";"Ox";"Waning (-)";"A+";0;1
"Scorpio";"Rooster";"Waning (-)";"B+";0;0
"Gemini";"Dog";"Waxing (+)";"0+";0;1
"Gemini";"Monkey";"Waxing (+)";"A+";0;1
"Cancer";"Rat";"Waxing (+)";"0+";0;1
"Aquarius";"Dog";"Waning (-)";"A+";0;0
"Scorpio";"Goat";"Waxing (+)";"0-";0;1
"Gemini";"Horse";"Waning (-)";"A+";0;0
"Leo";"Goat";"Waning (-)";"AB-";0;0
"Libra";"Rat";"Waxing (+)";"A+";0;0
"Taurus";"Rooster";"Waning (-)";"0+";0;0
"Saggitarius";"Goat";"Waxing (+)";"A+";0;0
"Pisces";"Dog";"Waning (-)";"0-";1;1
"Aquarius";"Pig";"Waning (-)";"0+";0;1
"Pisces";"Dragon";"Waxing (+)";"A+";0;1
"Aquarius";"Tiger";"Waning (-)";"A+";1;1
"Virgo";"Rooster";"Waxing (+)";"0+";0;1
"Carpicorn";"Dog";"Waxing (+)";"B+";0;0
"Saggitarius";"Pig";"Waning (-)";"A+";0;1
"Saggitarius";"Snake";"Waxing (+)";"AB+";0;1
"Libra";"Rat";"Waning (-)";"0+";0;0
"Pisces";"Goat";"Waning (-)";"A+";0;0
"Aries";"Pig";"Waxing (+)";"0+";0;1
"Virgo";"Snake";"Waning (-)";"0+";1;1
"Virgo";"Rooster";"Full (O)";"AB+";0;1
"Gemini";"Rabbit";"Waning (-)";"A+";1;0
"Taurus";"Dog";"Waxing (+)";"A+";0;0
"Saggitarius";"Goat";"Waxing (+)";"0+";1;0
"Gemini";"Dog";"Waxing (+)";"B+";0;0
"Saggitarius";"Rabbit";"Waning (-)";"A-";1;1
"Libra";"Tiger";"Waning (-)";"0+";0;1
"Pisces";"Rabbit";"Waning (-)";"0+";0;1
"Cancer";"Pig";"Full (O)";"0+";0;1
"Gemini";"Goat";"Full (O)";"B+";0;0
"Carpicorn";"Rabbit";"Waxing (+)";"0-";1;0
"Saggitarius";"Goat";"Full (O)";"A+";0;0
"Leo";"Monkey";"Waxing (+)";"0-";0;1
"Leo";"Ox";"Waning (-)";"B+";1;1
"Carpicorn";"Rabbit";"Waxing (+)";"0+";0;0
"Carpicorn";"Tiger";"Waxing (+)";"A-";0;1
"Carpicorn";"Rat";"Waxing (+)";"0+";0;0
"Pisces";"Ox";"Waxing (+)";"B+";1;1
"Cancer";"Dragon";"Waxing (+)";"0+";0;0
"Aquarius";"Pig";"Waxing (+)";"0+";0;1
"Gemini";"Tiger";"Waning (-)";"A+";0;0
"Gemini";"Ox";"Waxing (+)";"A+";0;0
"Gemini";"Rabbit";"Waxing (+)";"0+";0;1
"Cancer";"Dog";"Waning (-)";"B+";0;0
"Pisces";"Snake";"Waning (-)";"A+";0;0
"Leo";"Monkey";"Waxing (+)";"A+";1;0
"Scorpio";"Dragon";"Waxing (+)";"0+";1;0
"Carpicorn";"Rat";"New ( )";"0+";0;1
"Scorpio";"Ox";"Waning (-)";"0+";1;1
"Cancer";"Horse";"Waning (-)";"0-";1;0
"Libra";"Rabbit";"Waning (-)";"0+";0;0
"Scorpio";"Ox";"Waxing (+)";"0+";0;1
"Carpicorn";"Ox";"Waxing (+)";"0+";1;1
"Pisces";"Rooster";"Waning (-)";"A+";0;0
"Pisces";"Rooster";"Waning (-)";"A+";1;0
"Carpicorn";"Rat";"Waxing (+)";"0+";0;0
"Aquarius";"Horse";"Full (O)";"B+";0;1
"Pisces";"Horse";"Waning (-)";"A+";0;0
"Saggitarius";"Snake";"Waxing (+)";"AB+";0;0
"Scorpio";"Rooster";"Waxing (+)";"0+";0;0
"Virgo";"Snake";"Waxing (+)";"A+";0;0
"Saggitarius";"Rabbit";"Full (O)";"0+";1;0
"Pisces";"Tiger";"Waxing (+)";"0+";1;1
"Gemini";"Ox";"Waning (-)";"A+";0;0
"Scorpio";"Ox";"Waning (-)";"A-";0;1
"Carpicorn";"Ox";"New ( )";"A-";0;1
"Leo";"Horse";"Waning (-)";"AB+";1;0
"Taurus";"Dog";"Waning (-)";"A+";0;0
"Aquarius";"Dragon";"Waning (-)";"0-";1;0
"Gemini";"Pig";"Waning (-)";"0+";1;0
"Saggitarius";"Rooster";"Waxing (+)";"A+";0;1
"Saggitarius";"Dragon";"Waxing (+)";"A+";0;0
"Taurus";"Goat";"Waxing (+)";"B+";0;1
"Cancer";"Snake";"Full (O)";"A+";0;1
"Pisces";"Ox";"Waning (-)";"0-";0;0
"Saggitarius";"Snake";"Waning (-)";"A+";0;0
"Libra";"Rooster";"Waxing (+)";"A+";0;1
"Gemini";"Rooster";"New ( )";"A+";1;0
"Virgo";"Dragon";"Waxing (+)";"A+";0;0
"Scorpio";"Rat";"Waning (-)";"0+";0;1
"Carpicorn";"Horse";"Waxing (+)";"B+";0;0
"Taurus";"Rat";"Waning (-)";"0+";0;0
"Aries";"Rabbit";"Full (O)";"0+";0;1
"Carpicorn";"Rat";"Waning (-)";"0+";0;1
"Aquarius";"Tiger";"Waning (-)";"0+";0;1
"Taurus";"Horse";"Full (O)";"A+";0;1
"Carpicorn";"Snake";"Waning (-)";"A+";1;1
"Saggitarius";"Rat";"Waxing (+)";"0+";0;0
"Saggitarius";"Goat";"Waxing (+)";"0+";0;0
"Scorpio";"Rabbit";"Waning (-)";"B+";1;0
"Libra";"Monkey";"Waning (-)";"0+";0;0
"Aquarius";"Dragon";"New ( )";"0+";0;0
"Scorpio";"Horse";"Waning (-)";"A+";0;0
"Aries";"Dragon";"Waning (-)";"A+";1;0
"Aquarius";"Tiger";"Waxing (+)";"0+";0;0
"Taurus";"Goat";"Waning (-)";"A-";0;1
"Aquarius";"Dragon";"Full (O)";"A+";0;0
"Virgo";"Rat";"Waning (-)";"0+";0;0
"Carpicorn";"Rabbit";"Waning (-)";"A+";0;0
"Leo";"Dragon";"Waxing (+)";"0+";0;1
"Aquarius";"Rooster";"Waning (-)";"A+";0;1
"Cancer";"Dog";"Full (O)";"0+";0;0
"Aquarius";"Pig";"Waning (-)";"A-";0;1
"Gemini";"Dog";"Full (O)";"B-";0;1
"Aquarius";"Goat";"Waxing (+)";"A+";0;0
"Carpicorn";"Rabbit";"Full (O)";"0+";1;0
"Gemini";"Dog";"Waning (-)";"B+";1;1
"Saggitarius";"Ox";"Waxing (+)";"0+";0;1
"Aries";"Monkey";"Waxing (+)";"A+";0;0
"Carpicorn";"Monkey";"Full (O)";"A+";1;0
"Virgo";"Rooster";"Full (O)";"A-";1;0
"Aries";"Ox";"Waxing (+)";"A+";0;0
"Scorpio";"Horse";"Waning (-)";"A+";0;0
"Taurus";"Snake";"Waning (-)";"AB-";0;0
"Carpicorn";"Pig";"Waning (-)";"A+";0;0
"Saggitarius";"Tiger";"Waxing (+)";"A+";0;0
"Libra";"Snake";"Waning (-)";"A+";0;1
"Virgo";"Rabbit";"New ( )";"0+";0;1
"Aquarius";"Pig";"Waning (-)";"A+";0;0
"Virgo";"Goat";"Waxing (+)";"B+";0;0
"Libra";"Rooster";"New ( )";"0+";1;1
"Cancer";"Dragon";"Waning (-)";"A+";0;0
"Saggitarius";"Tiger";"Waxing (+)";"A-";0;1
"Libra";"Monkey";"Waxing (+)";"0+";0;0
"Carpicorn";"Rooster";"Waxing (+)";"0+";0;1
"Aquarius";"Rat";"Waning (-)";"A+";0;1
"Aquarius";"Horse";"New ( )";"A+";1;1
"Cancer";"Pig";"Waning (-)";"A+";0;0
"Taurus";"Rabbit";"Waxing (+)";"A+";0;1
"Virgo";"Tiger";"Waxing (+)";"A+";1;0
"Taurus";"Rooster";"New ( )";"A+";0;1
"Saggitarius";"Pig";"Waning (-)";"AB+";0;1
"Aries";"Pig";"Waning (-)";"0-";0;1
"Carpicorn";"Horse";"Waning (-)";"0+";0;1
"Taurus";"Pig";"Waning (-)";"AB+";0;0
"Aries";"Horse";"Waxing (+)";"A+";0;0
"Taurus";"Dog";"Waxing (+)";"AB+";0;0
"Virgo";"Rooster";"Full (O)";"B+";1;1
"Pisces";"Goat";"Waning (-)";"0+";1;1
"Libra";"Snake";"Full (O)";"0-";0;1
"Libra";"Goat";"Waxing (+)";"A+";0;1
"Taurus";"Snake";"Waning (-)";"0+";0;0
"Pisces";"Goat";"Waning (-)";"A+";1;0
"Pisces";"Dragon";"Full (O)";"0+";1;0
"Libra";"Rabbit";"Waning (-)";"A+";0;0
"Aquarius";"Goat";"Waning (-)";"0+";1;1
"Cancer";"Pig";"Waxing (+)";"0+";0;1
"Pisces";"Tiger";"Waxing (+)";"0+";0;0
"Saggitarius";"Dog";"Full (O)";"B+";0;0
"Gemini";"Dog";"Waning (-)";"AB-";1;0
"Virgo";"Horse";"New ( )";"0+";0;1
"Aries";"Dog";"New ( )";"0+";0;0
"Cancer";"Rooster";"Waning (-)";"0+";0;1
"Cancer";"Goat";"Waning (-)";"0+";1;0
"Gemini";"Goat";"Waxing (+)";"0+";0;0
"Aries";"Rooster";"Waning (-)";"B+";1;0
"Libra";"Rat";"Full (O)";"A+";0;1
"Libra";"Horse";"Waxing (+)";"0+";0;1
"Cancer";"Dragon";"Waxing (+)";"0+";0;1
"Carpicorn";"Rooster";"Waning (-)";"0+";0;1
"Aquarius";"Monkey";"Waxing (+)";"0+";0;1
"Scorpio";"Rat";"Waning (-)";"A+";0;1
"Libra";"Ox";"Full (O)";"A-";0;1
"Cancer";"Ox";"Waning (-)";"0+";0;1
"Cancer";"Rabbit";"Waning (-)";"0+";0;1
"Libra";"Snake";"Full (O)";"0+";0;1
"Cancer";"Horse";"Waxing (+)";"A+";0;1
"Leo";"Rooster";"Waxing (+)";"A+";0;0
"Gemini";"Horse";"Waning (-)";"0+";0;0
"Gemini";"Tiger";"Waxing (+)";"A+";0;0
"Carpicorn";"Monkey";"Waning (-)";"A+";0;1
"Libra";"Dragon";"New ( )";"B+";1;0
"Gemini";"Tiger";"Waxing (+)";"0+";0;0
"Cancer";"Snake";"Waning (-)";"B+";1;1
"Carpicorn";"Rabbit";"Waning (-)";"0-";0;0
"Libra";"Pig";"Waning (-)";"B+";0;0
"Pisces";"Horse";"Full (O)";"B+";0;0
"Scorpio";"Goat";"Full (O)";"A+";0;0
"Aquarius";"Dragon";"Waning (-)";"A-";1;0
"Aquarius";"Ox";"Waning (-)";"A+";0;1
"Carpicorn";"Snake";"Waxing (+)";"A+";0;1
"Cancer";"Rooster";"Waning (-)";"0+";0;1
"Cancer";"Tiger";"Waning (-)";"A+";0;0
"Carpicorn";"Goat";"Waning (-)";"A+";0;1
"Virgo";"Dog";"Waxing (+)";"A+";0;1
"Scorpio";"Snake";"Full (O)";"0+";0;0
"Aries";"Rooster";"Waning (-)";"0+";1;0
"Virgo";"Goat";"Waning (-)";"0-";1;1
"Aquarius";"Ox";"New ( )";"A+";0;1
"Pisces";"Goat";"Waning (-)";"0+";1;1
"Scorpio";"Dragon";"New ( )";"0+";1;1
"Saggitarius";"Dog";"Waning (-)";"A+";0;1
"Carpicorn";"Ox";"Waning (-)";"0+";0;1
"Cancer";"Ox";"Waxing (+)";"A-";0;0
"Cancer";"Monkey";"Waning (-)";"A+";1;0
"Gemini";"Snake";"Full (O)";"A+";0;0
"Virgo";"Snake";"Waxing (+)";"0+";0;1
"Saggitarius";"Ox";"Waning (-)";"B+";0;0
"Virgo";"Snake";"Waning (-)";"0+";0;0
"Cancer";"Horse";"Waning (-)";"0+";0;0
"Aquarius";"Snake";"New ( )";"0-";1;0
"Aries";"Goat";"Waxing (+)";"0-";0;0
"Cancer";"Horse";"Waxing (+)";"0-";0;0
"Carpicorn";"Horse";"Waxing (+)";"0+";0;0
"Gemini";"Snake";"Waxing (+)";"AB+";1;0
"Taurus";"Monkey";"Waning (-)";"0+";0;1
"Leo";"Dragon";"Waxing (+)";"A+";1;1
"Gemini";"Dragon";"Waning (-)";"0+";1;0
"Scorpio";"Snake";"Waxing (+)";"A+";1;0
"Gemini";"Goat";"Waning (-)";"0+";0;1
"Libra";"Ox";"Waxing (+)";"0+";0;1
"Gemini";"Horse";"Waning (-)";"A+";1;0
"Leo";"Dragon";"Waxing (+)";"A+";1;0
"Taurus";"Rat";"Full (O)";"0+";1;0
"Leo";"Rabbit";"Waxing (+)";"B+";0;0
"Carpicorn";"Horse";"Waning (-)";"A+";0;1
"Cancer";"Goat";"Waxing (+)";"0+";1;0
"Saggitarius";"Rabbit";"New ( )";"B+";0;0
"Aquarius";"Monkey";"Waxing (+)";"0-";1;1
"Saggitarius";"Ox";"Waning (-)";"B+";0;0
"Libra";"Snake";"Waning (-)";"A+";1;1
"Pisces";"Goat";"Waning (-)";"AB+";0;1
"Aquarius";"Ox";"Waning (-)";"A+";0;0
"Libra";"Goat";"Waxing (+)";"A+";1;1
"Cancer";"Horse";"Waxing (+)";"0+";0;0
"Aries";"Rooster";"Waning (-)";"0+";0;1
"Pisces";"Goat";"Waning (-)";"A-";0;0
"Gemini";"Goat";"Waxing (+)";"AB+";0;1
"Virgo";"Snake";"Full (O)";"0+";0;1
"Cancer";"Ox";"New ( )";"A+";0;1
"Scorpio";"Pig";"Waxing (+)";"0+";0;1
"Cancer";"Horse";"Waxing (+)";"0+";0;0
"Scorpio";"Snake";"New ( )";"AB-";1;0
"Virgo";"Rat";"Waxing (+)";"0+";0;0
"Scorpio";"Goat";"Full (O)";"B+";0;1
"Cancer";"Horse";"Waxing (+)";"0-";0;0
"Gemini";"Goat";"Waning (-)";"A+";0;1
"Carpicorn";"Goat";"Waning (-)";"0+";0;0
"Cancer";"Tiger";"Waning (-)";"0+";0;1
"Libra";"Pig";"Waxing (+)";"0+";0;0
"Virgo";"Dragon";"Waning (-)";"A+";0;0
"Pisces";"Dragon";"Waning (-)";"A-";0;0
"Gemini";"Rabbit";"Full (O)";"B-";0;0
"Taurus";"Pig";"Waxing (+)";"0+";1;1
"Aquarius";"Ox";"Waxing (+)";"0+";1;1
"Taurus";"Monkey";"Waxing (+)";"0-";0;0
"Gemini";"Goat";"Waxing (+)";"AB+";0;0
"Cancer";"Dragon";"Waning (-)";"B+";0;1
"Leo";"Dog";"New ( )";"B+";0;0
"Cancer";"Dragon";"New ( )";"0+";0;0
"Aquarius";"Snake";"Waxing (+)";"0+";1;0
"Taurus";"Goat";"Waxing (+)";"0+";0;0
